USERID,n_azioni,n_attivita_distinte,n_giorni_attivi,durata_giorni,feature0_media,feature1_media,feature2_media,feature3_media,ABBANDONO
3542,4,3,1,0.0,-0.32,-0.436,0.107,-0.067,1
3543,46,23,4,12.858,-0.027,-0.27,0.009,-0.054,1
3544,7,4,2,1.012,-0.32,-0.436,0.25,1.28,1
3545,24,13,4,12.692,-0.32,0.094,0.065,-0.009,1
3546,9,7,1,0.017,-0.32,-0.436,0.441,7.559,1
3547,75,48,5,23.945,0.219,0.073,-0.06,0.639,0
3548,74,31,8,15.572,-0.01,-0.401,0.154,0.234,1
3549,65,46,3,14.663,0.634,0.191,-0.124,0.174,1
3550,151,68,4,17.862,0.225,0.002,-0.076,0.083,0
3551,116,50,8,14.638,0.005,0.135,-0.01,0.017,1
3552,28,15,2,0.84,-0.079,0.2,-0.09,-0.067,1
3553,7,6,1,0.005,0.643,-0.436,0.178,3.947,1
3554,5,5,1,0.001,-0.32,0.073,0.007,-0.067,1
3555,4,3,3,4.619,-0.32,-0.436,0.232,0.334,1
3556,60,29,6,16.802,-0.14,0.073,0.023,1.043,0
3557,135,48,13,22.701,0.399,-0.36,0.029,0.096,0
3558,28,24,4,16.015,-0.176,0.291,-0.09,-0.067,1
3559,4,4,1,0.023,-0.32,-0.436,0.107,-0.067,1
3560,73,39,7,18.44,0.105,-0.366,0.141,0.202,0
3561,202,75,13,18.56,0.12,0.043,0.017,0.033,0
3562,46,16,6,10.628,0.032,-0.27,0.031,-0.015,0
3563,64,22,8,12.027,-0.278,0.2,0.052,0.002,1
3564,40,11,4,10.441,-0.185,0.2,-0.044,-0.067,1
3565,35,14,5,11.481,-0.166,-0.145,0.021,-0.067,0
3566,9,5,1,0.018,0.279,-0.436,-0.005,0.089,1
3567,10,7,2,0.257,-0.32,-0.181,0.157,-0.047,1
3568,21,16,2,2.993,-0.256,0.17,-0.013,-0.048,1
3569,61,23,7,23.346,-0.276,-0.019,0.008,-0.067,0
3570,91,37,5,20.044,0.258,-0.324,0.008,0.118,1
3571,189,74,11,18.96,0.022,0.009,0.025,0.025,0
3572,92,55,4,21.429,0.251,0.256,-0.095,-0.032,1
3573,116,49,9,23.268,0.11,0.398,-0.122,0.012,1
3574,137,49,7,22.284,0.162,-0.343,0.059,0.022,0
3575,32,16,6,22.547,-0.067,-0.197,0.028,-0.017,1
3576,37,21,5,15.273,-0.211,-0.298,0.053,-0.067,1
3577,6,6,1,0.005,-0.32,-0.012,0.023,-0.067,1
3578,11,6,3,1.253,-0.32,-0.436,0.152,0.097,1
3579,29,13,4,15.037,-0.227,0.178,-0.049,-0.067,1
3580,17,12,1,0.039,-0.32,0.313,0.107,0.051,1
3581,178,47,12,22.979,0.195,-0.421,0.034,0.021,1
3582,4,4,1,0.003,-0.32,-0.436,0.107,-0.067,1
3583,5,4,1,0.014,-0.32,0.073,0.007,-0.067,1
3584,60,33,7,22.999,-0.005,-0.393,0.215,0.046,0
3585,133,41,8,21.9,0.319,-0.436,0.065,0.041,0
3586,4,4,1,0.028,-0.32,0.2,-0.018,-0.067,1
3587,5,5,2,13.608,0.219,0.073,0.007,0.053,0
3588,105,47,8,21.915,0.104,-0.387,0.021,-0.018,0
3589,57,31,5,12.211,-0.036,0.412,-0.06,0.137,1
3590,4,2,1,0.0,-0.32,-0.436,0.107,-0.067,1
3591,5,4,1,0.0,-0.32,-0.436,0.207,-0.027,1
3592,179,67,10,21.144,0.215,-0.151,0.0,0.043,0
3593,102,21,10,17.839,-0.227,0.188,-0.016,-0.048,0
3594,131,28,17,22.437,-0.248,0.166,-0.023,-0.038,0
3595,107,56,8,23.514,-0.093,0.254,-0.081,-0.05,0
3596,4,4,1,0.001,-0.32,-0.436,0.232,0.234,1
3597,31,16,2,0.216,0.071,0.139,-0.071,-0.003,0
3598,16,8,1,0.058,-0.32,0.2,0.075,0.008,1
3599,96,41,7,23.235,0.073,-0.356,0.044,-0.015,0
3600,22,11,4,9.427,0.17,-0.204,-0.075,-0.067,1
3601,46,31,8,20.364,-0.291,0.449,-0.057,-0.05,1
3602,75,21,8,23.113,-0.284,0.277,-0.02,-0.049,1
3603,40,16,5,23.024,-0.32,0.01,0.057,-0.062,1
3604,41,15,4,13.491,-0.156,-0.25,0.082,-0.018,1
3605,6,4,1,0.003,-0.32,-0.436,0.107,-0.067,1
3606,146,58,16,23.177,0.317,-0.261,0.021,0.058,0
3607,11,5,1,0.02,-0.32,-0.436,0.289,0.006,1
3608,122,45,9,23.423,-0.121,0.399,-0.107,-0.066,0
3609,5,3,1,0.013,-0.32,-0.436,0.107,-0.067,1
3610,42,26,4,19.881,0.065,-0.072,-0.06,0.043,1
3611,24,6,3,1.455,-0.32,0.094,0.023,-0.059,1
3612,38,20,5,14.858,0.035,0.1,-0.091,-0.067,1
3613,17,9,3,3.116,0.156,-0.436,0.018,-0.056,0
3614,97,35,7,23.421,0.041,-0.331,-0.017,0.011,0
3615,46,18,4,11.41,-0.261,0.283,0.031,0.007,1
3616,116,50,7,23.25,0.145,0.025,0.003,0.033,0
3617,81,42,4,16.841,0.213,-0.31,0.045,0.131,1
3618,68,30,7,22.322,-0.161,0.051,-0.018,-0.05,0
3619,102,36,8,14.1,-0.122,-0.286,0.038,-0.048,1
3620,4,2,1,0.032,-0.32,-0.436,0.107,-0.067,1
3621,14,8,1,0.023,-0.32,-0.436,0.143,0.42,1
3622,45,20,5,23.348,-0.17,-0.266,0.085,-0.054,1
3623,36,20,5,16.859,-0.245,-0.436,0.107,0.022,0
3624,66,43,6,21.031,-0.054,-0.436,0.038,-0.049,0
3625,59,29,5,22.259,0.068,-0.134,0.005,0.093,0
3626,64,30,4,16.154,-0.257,-0.118,0.044,0.033,1
3627,9,8,1,0.034,-0.32,0.412,-0.06,-0.067,1
3628,196,63,10,21.701,-0.162,0.174,-0.047,-0.054,0
3629,8,7,1,0.006,-0.32,-0.118,0.169,0.083,1
3630,196,49,14,21.226,-0.01,-0.41,0.066,-0.04,0
3631,14,7,2,3.383,-0.32,0.291,0.071,-0.01,1
3632,24,17,4,14.842,-0.208,-0.33,0.044,-0.067,1
3633,31,14,2,4.331,-0.32,0.303,-0.039,-0.067,1
3634,16,9,3,6.353,-0.32,0.359,-0.05,-0.067,1
3635,129,55,8,17.711,0.621,-0.416,-0.06,0.026,0
3636,16,9,3,10.214,0.101,-0.436,0.013,-0.055,1
3638,9,5,1,0.033,-0.32,-0.153,0.107,-0.045,1
3639,138,65,4,21.214,0.305,0.154,-0.067,0.08,1
3640,10,6,1,0.091,-0.32,0.328,0.007,0.033,1
3641,135,56,16,23.035,-0.14,0.149,-0.031,-0.058,0
3642,9,5,2,4.274,-0.32,-0.153,0.051,-0.067,1
3643,44,16,2,2.886,-0.259,0.2,0.004,0.106,1
3644,91,43,5,21.114,-0.113,0.235,-0.058,0.054,1
3645,24,13,2,6.062,-0.095,-0.436,0.044,-0.067,1
3646,50,30,7,20.95,0.031,-0.079,-0.044,-0.059,0
3647,10,8,1,0.784,-0.32,-0.181,0.107,0.033,0
3648,39,18,4,20.978,-0.182,-0.436,0.081,-0.036,1
3649,81,53,6,20.826,0.013,0.161,-0.073,-0.055,0
3650,72,49,5,19.163,0.054,0.165,-0.046,0.131,0
3651,44,24,3,13.275,0.231,-0.436,-0.018,-0.031,0
3652,180,64,9,18.262,0.167,-0.125,-0.002,0.044,0
3653,18,16,3,10.287,-0.17,0.271,-0.06,-0.067,1
3654,40,22,2,14.2,-0.253,0.2,0.019,0.013,1
3655,158,71,9,21.231,0.346,0.031,-0.036,0.041,0
3656,49,25,8,11.778,-0.182,-0.02,0.025,-0.035,0
3657,18,12,3,10.235,0.204,-0.153,0.135,0.2,1
3658,68,37,6,16.108,0.176,-0.099,-0.033,0.018,1
3659,17,15,1,0.066,-0.003,0.313,-0.07,0.133,1
3660,41,20,5,13.144,-0.188,-0.312,0.131,0.026,1
3661,144,60,8,22.944,-0.077,-0.012,0.016,-0.028,0
3662,67,22,3,13.721,0.304,-0.436,0.032,0.145,1
3663,15,7,2,8.349,-0.32,-0.266,0.073,-0.067,0
3664,51,24,5,22.132,-0.267,0.213,0.028,0.011,1
3665,4,3,1,0.0,-0.32,-0.436,0.107,-0.067,1
3666,146,55,8,18.194,0.197,-0.261,0.018,0.021,0
3667,173,58,12,23.265,-0.024,-0.318,0.139,0.067,0
3668,22,14,3,19.735,-0.32,0.49,-0.075,-0.067,0
3669,80,42,5,22.928,0.118,-0.34,0.007,-0.032,0
3670,12,7,1,0.014,-0.32,0.2,-0.018,-0.067,1
3671,168,55,5,18.181,0.33,-0.33,-0.021,0.008,0
3672,5,5,1,0.01,-0.32,-0.436,0.307,-0.027,1
3673,8,8,1,0.029,-0.32,0.518,-0.081,-0.067,1
3674,6,5,1,0.003,-0.095,-0.436,0.023,-0.067,0
3675,113,29,7,20.032,-0.26,0.262,-0.044,-0.057,0
3676,16,11,4,16.015,0.186,-0.277,-0.081,-0.067,1
3677,81,47,8,20.193,-0.154,0.287,-0.066,-0.04,0
3678,125,52,6,20.92,-0.029,0.195,-0.058,-0.042,0
3679,126,38,8,23.062,0.194,-0.436,0.051,0.087,0
3680,136,67,6,23.255,0.414,0.163,-0.122,0.008,0
3681,8,4,1,0.008,-0.32,-0.436,0.107,-0.067,1
3682,6,6,1,0.001,-0.32,-0.012,0.023,-0.067,1
3683,80,45,6,19.883,-0.168,-0.086,0.088,-0.035,1
3684,4,3,1,0.001,-0.32,0.2,-0.018,-0.067,1
3685,16,8,2,10.395,-0.32,0.359,-0.05,-0.067,1
3686,108,41,7,22.509,0.254,-0.389,0.06,0.072,0
3687,251,70,10,23.117,0.094,0.112,-0.011,-0.0,0
3688,85,33,3,10.928,-0.035,0.253,-0.011,-0.044,1
3689,13,7,1,0.02,0.717,-0.044,-0.124,0.072,1
3690,33,22,2,5.881,0.374,0.104,-0.091,0.06,1
3691,7,6,1,0.021,-0.32,-0.436,0.107,-0.067,1
3692,44,15,4,18.211,-0.136,0.027,0.05,-0.063,0
3693,104,61,6,20.1,-0.074,0.103,-0.018,-0.017,1
3694,186,70,7,20.935,0.231,0.166,-0.02,-0.012,0
3695,50,21,3,4.084,-0.104,-0.385,0.077,-0.003,0
3696,96,40,3,9.078,-0.137,0.545,-0.092,-0.032,1
3697,122,46,9,20.85,0.1,-0.311,0.045,0.002,0
3698,49,25,3,5.103,-0.182,0.395,-0.026,-0.063,1
3699,127,66,14,22.951,0.444,-0.275,0.016,0.072,0
3700,7,6,1,0.003,-0.32,-0.072,0.035,-0.067,1
3701,114,38,8,21.92,-0.154,-0.079,0.023,-0.048,0
3702,144,63,5,20.14,-0.133,0.253,-0.092,-0.065,0
3703,219,69,9,23.135,-0.178,0.157,-0.021,-0.058,0
3704,41,20,2,9.838,-0.188,-0.436,0.205,-0.053,1
3705,30,18,2,16.633,-0.23,0.243,-0.06,-0.067,0
3706,88,32,10,22.02,-0.075,0.114,0.05,-0.065,0
3707,12,9,3,6.032,-0.32,-0.436,0.107,-0.067,1
3708,14,8,1,0.007,-0.32,-0.072,0.107,0.578,1
3709,34,11,5,13.995,-0.32,0.612,-0.085,-0.067,0
3710,7,5,1,0.005,0.065,-0.072,-0.108,-0.067,1
3711,46,28,5,16.697,-0.232,0.283,-0.035,-0.024,0
3712,129,67,9,19.111,0.077,0.097,-0.06,-0.013,0
3713,57,17,7,21.856,0.319,-0.436,-0.051,0.01,0
3714,12,7,4,13.137,0.466,-0.436,-0.06,-0.034,0
3715,14,8,1,0.032,-0.031,-0.436,0.143,0.205,1
3716,107,64,5,20.067,-0.093,0.087,-0.029,-0.037,1
3717,53,16,5,22.993,-0.269,0.044,0.116,-0.037,1
3718,53,21,7,15.97,-0.142,0.284,-0.092,-0.067,1
3719,200,83,8,22.942,0.017,0.162,-0.066,-0.027,0
3720,23,16,3,18.042,-0.203,-0.214,0.041,-0.067,0
3721,76,27,7,22.366,-0.072,0.2,-0.058,0.036,0
3722,40,28,3,7.605,0.084,0.2,-0.069,0.033,1
3723,55,30,2,17.117,-0.124,0.212,-0.012,-0.042,1
3724,15,13,1,0.059,-0.32,0.412,-0.06,-0.067,1
3725,107,38,7,17.993,-0.118,-0.103,0.032,0.094,0
3726,171,63,12,22.009,-0.083,0.264,-0.06,-0.037,0
3727,41,20,3,20.081,0.338,-0.374,-0.052,-0.038,1
3728,110,50,9,22.939,0.035,-0.389,0.043,-0.013,0
3729,13,9,1,0.055,0.095,-0.436,-0.009,-0.067,1
3730,72,34,7,19.571,0.448,-0.436,-0.046,0.002,0
3731,155,65,10,19.784,0.219,-0.025,-0.071,-0.016,1
3732,37,19,3,20.842,-0.247,0.046,0.012,-0.067,1
3733,109,49,6,10.97,-0.023,0.381,-0.086,-0.036,0
3734,84,43,7,22.063,0.097,0.049,-0.06,-0.0,0
3735,7,4,2,19.995,-0.32,-0.436,0.107,-0.067,1
3736,11,5,1,0.001,-0.32,-0.436,0.198,0.024,1
3737,5,5,2,12.062,-0.32,0.073,0.407,-0.027,1
3738,129,69,10,23.086,0.108,0.038,-0.084,-0.036,0
3739,11,5,1,0.154,-0.32,-0.436,0.107,-0.067,1
3740,50,14,3,2.688,-0.131,0.073,-0.013,-0.023,1
3741,52,20,6,22.473,0.276,-0.436,-0.009,-0.025,0
3742,59,36,4,19.92,-0.229,0.168,-0.038,-0.067,1
3743,8,6,1,0.007,-0.32,-0.436,0.107,-0.067,1
3744,26,8,2,1.085,-0.32,0.151,0.01,-0.021,1
3745,163,68,4,21.045,0.168,0.095,-0.108,-0.05,0
3746,72,24,5,7.03,-0.077,0.13,0.03,0.036,1
3747,242,47,12,19.053,-0.259,0.426,0.082,-0.042,1
3748,12,9,2,1.63,-0.32,0.2,-0.018,-0.067,1
3749,164,61,11,16.71,-0.09,-0.079,0.14,-0.02,0
3750,158,61,6,19.031,0.098,-0.065,-0.023,0.0,1
3751,77,45,8,21.811,0.1,-0.37,0.035,-0.023,0
3752,53,22,3,4.928,-0.32,0.092,0.041,-0.026,1
3753,57,17,5,14.642,-0.273,0.1,0.142,-0.014,0
3754,6,5,2,0.908,-0.32,-0.012,0.107,0.066,1
3755,30,17,6,21.446,-0.23,-0.012,-0.01,-0.067,1
3756,4,4,1,0.008,-0.32,-0.436,0.107,-0.067,1
3757,14,8,2,5.998,0.547,-0.254,-0.18,-0.039,0
3758,161,43,8,22.983,0.099,-0.262,-0.005,-0.046,0
3759,6,6,1,0.011,-0.32,0.412,-0.06,-0.067,0
3760,11,7,3,4.893,-0.32,0.49,-0.075,-0.067,1
3761,10,3,1,0.001,-0.32,-0.436,0.307,-0.007,1
3762,7,6,2,2.016,-0.32,0.291,-0.036,-0.067,1
3763,12,7,1,0.006,-0.32,-0.224,0.065,-0.067,1
3764,36,14,7,17.467,-0.32,0.271,-0.032,-0.067,1
3765,9,5,1,0.002,-0.32,0.412,-0.06,-0.067,1
3766,78,47,7,22.976,-0.164,0.249,-0.054,-0.06,0
3767,16,7,3,4.96,-0.32,0.359,-0.05,-0.067,1
3768,46,15,3,2.713,0.032,-0.38,0.27,0.081,0
3769,64,40,5,22.498,-0.025,0.24,-0.058,-0.036,0
3770,15,12,3,5.881,-0.32,0.243,-0.027,-0.067,1
3771,19,13,3,21.605,-0.32,0.234,-0.025,-0.067,1
3772,27,17,4,10.985,-0.22,-0.153,0.033,-0.038,1
3773,8,4,1,0.009,-0.32,-0.436,0.169,0.008,1
3774,15,10,2,2.958,0.309,-0.436,-0.027,-0.041,1
3775,23,15,2,12.965,-0.32,0.339,-0.046,-0.067,0
3776,85,28,6,11.995,0.061,-0.047,0.001,0.018,1
3777,40,23,4,16.938,0.051,-0.181,-0.006,-0.032,1
3778,18,2,7,6.875,-0.32,0.412,-0.06,-0.067,1
3779,55,27,7,23.004,0.072,-0.019,-0.066,0.064,0
3780,37,21,2,18.966,-0.247,0.114,-0.002,0.025,1
3781,126,41,10,21.994,-0.085,-0.092,0.051,0.047,0
3782,19,10,2,0.973,0.106,-0.168,0.054,-0.004,1
3783,7,5,2,0.975,-0.32,0.291,0.035,-0.039,1
3784,4,3,1,0.003,1.365,-0.436,-0.144,1.187,1
3785,114,54,8,18.961,0.047,-0.235,0.155,0.021,0
3786,14,9,1,0.019,-0.32,0.291,-0.001,-0.067,1
3787,70,46,10,14.895,-0.185,0.146,-0.029,0.019,0
3788,98,40,9,21.947,-0.031,-0.176,0.025,-0.018,0
3789,78,39,9,18.588,-0.095,-0.37,0.21,0.728,0
3790,9,5,2,3.966,-0.32,-0.436,0.162,-0.045,1
3791,123,58,11,23.046,0.239,-0.291,0.033,0.176,0
3792,7,6,2,0.6,-0.32,-0.436,0.107,-0.067,1
3793,61,29,3,21.371,0.21,-0.227,0.058,0.485,0
3794,28,18,4,3.565,0.161,-0.072,-0.036,0.277,0
3795,49,20,6,17.162,-0.265,-0.072,0.035,-0.047,1
3796,5,4,1,0.012,-0.32,0.073,0.007,-0.067,0
3797,7,6,3,3.317,-0.32,-0.072,0.035,-0.067,1
3798,70,28,5,11.014,-0.204,0.255,-0.015,-0.013,0
3799,28,17,2,19.559,0.065,-0.436,0.035,0.133,0
3800,5,4,2,0.266,-0.32,-0.436,0.107,-0.067,1
3801,95,41,7,12.127,0.347,0.073,-0.046,0.097,0
3802,97,54,5,21.502,0.041,0.01,-0.059,0.011,0
3803,106,64,7,22.231,-0.04,0.26,-0.087,0.005,0
3804,66,37,12,20.094,-0.238,0.181,0.008,-0.016,0
3805,17,14,1,0.181,0.156,0.313,-0.129,-0.02,1
3806,42,24,5,6.06,-0.063,0.412,-0.096,0.004,1
3807,45,35,4,15.227,-0.2,0.412,-0.094,-0.067,1
3808,43,32,3,10.099,-0.101,0.215,-0.021,0.035,1
3809,6,3,1,0.069,-0.32,-0.436,0.107,-0.067,1
3810,13,9,2,11.306,-0.32,-0.044,0.068,-0.036,1
3811,19,11,1,0.004,-0.32,0.502,-0.078,-0.067,1
3812,50,27,6,12.209,-0.32,0.379,-0.044,-0.059,1
3813,103,77,7,22.01,0.086,0.207,-0.107,-0.019,0
3814,62,22,8,22.45,-0.016,-0.395,0.018,-0.067,0
3815,76,42,7,12.956,-0.285,0.468,-0.078,0.004,0
3816,67,30,3,12.126,0.183,-0.056,0.002,0.014,1
3817,58,29,4,7.237,-0.274,0.135,0.107,-0.05,0
3818,9,6,1,0.011,-0.32,-0.153,0.051,-0.067,1
3819,4,4,1,0.0,-0.32,0.2,0.107,0.284,1
3820,14,10,1,0.038,-0.32,0.11,0.035,-0.01,0
3821,46,25,2,0.96,-0.261,0.062,0.161,0.142,1
3822,46,19,4,9.009,0.325,-0.325,-0.067,0.064,1
3823,101,51,12,21.27,-0.16,0.295,-0.062,-0.028,0
3824,26,19,5,19.077,-0.113,-0.142,0.068,0.118,1
3825,6,4,3,11.428,-0.32,-0.436,0.107,-0.067,1
3826,29,16,3,21.023,1.028,-0.436,-0.083,-0.033,1
3827,5,5,2,0.233,-0.32,0.582,-0.094,-0.067,1
3828,25,13,3,18.025,0.273,-0.436,-0.054,-0.067,1
3829,4,4,1,0.06,-0.32,0.2,-0.018,-0.067,0
3830,8,5,2,0.327,-0.32,-0.118,0.107,-0.017,1
3831,18,9,3,13.248,-0.32,0.271,-0.005,-0.056,1
3832,34,22,4,21.187,0.156,-0.286,-0.041,-0.032,0
3833,17,11,3,6.211,-0.082,-0.286,-0.011,-0.067,0
3834,48,15,4,11.014,-0.18,-0.33,0.159,0.004,1
3835,10,7,1,0.013,-0.32,0.073,0.057,-0.007,0
3836,10,3,4,3.299,-0.32,0.328,-0.044,-0.067,0
3837,58,31,5,10.87,-0.064,0.31,-0.092,-0.04,1
3838,49,25,7,21.39,-0.072,-0.228,0.015,0.011,0
3839,22,11,7,19.844,-0.32,0.027,0.016,-0.067,1
3840,45,22,5,22.288,0.01,-0.379,-0.005,-0.063,0
3841,7,7,2,11.458,0.065,-0.072,0.035,0.047,1
3842,26,19,6,11.004,0.043,0.151,0.01,0.002,0
3843,56,15,5,21.166,-0.272,0.337,0.152,-0.014,0
3844,129,44,15,21.323,-0.059,-0.061,-0.021,-0.042,0
3845,58,35,4,20.753,-0.25,0.266,-0.006,0.116,1
3846,4,4,2,0.019,-0.32,-0.436,0.107,-0.067,1
3847,12,8,2,0.765,-0.32,-0.012,0.065,-0.067,1
3848,6,4,3,6.026,-0.32,-0.012,0.107,0.234,1
3849,58,20,6,18.192,0.191,-0.392,-0.006,-0.043,0
3850,49,18,8,17.652,-0.017,-0.072,0.097,0.105,1
3851,12,7,1,0.05,-0.32,-0.436,0.483,0.752,1
3852,140,90,7,22.086,0.181,0.146,-0.097,-0.011,1
3853,45,30,2,13.863,-0.11,0.186,-0.049,0.044,0
3854,4,2,1,0.004,-0.32,-0.436,0.107,-0.067,1
3855,105,46,6,21.086,-0.025,0.146,-0.084,-0.048,0
3856,4,4,1,0.012,-0.32,0.2,-0.018,-0.067,1
3857,7,5,2,9.931,-0.32,-0.072,0.25,0.105,1
3858,4,4,1,0.106,-0.32,0.2,-0.018,-0.067,1
3859,9,4,2,0.998,-0.32,-0.153,0.051,-0.067,1
3860,4,4,1,0.005,-0.32,-0.436,0.232,0.284,1
3861,11,9,1,0.008,-0.32,0.027,0.061,-0.067,1
3862,91,51,15,22.013,0.184,-0.408,0.008,0.001,0
3863,74,39,7,18.353,0.172,-0.367,-0.008,-0.051,0
3864,56,32,4,21.818,-0.2,0.291,-0.036,0.037,1
3865,4,4,1,0.0,-0.32,0.2,-0.018,-0.067,1
3866,89,25,9,22.048,-0.169,-0.436,0.09,-0.063,0
3867,14,8,1,0.017,0.45,-0.072,-0.108,-0.024,1
3868,7,5,2,1.199,-0.32,-0.072,0.035,-0.067,1
3869,66,44,6,19.847,0.252,-0.436,0.008,0.112,0
3870,14,5,5,19.952,-0.32,0.11,-0.001,-0.067,1
3871,156,61,9,21.799,-0.018,-0.126,-0.022,-0.06,0
3872,12,7,1,0.014,0.466,-0.224,-0.102,-0.017,1
3873,6,6,2,5.198,-0.32,-0.012,0.023,-0.067,1
3874,39,32,3,9.024,-0.147,0.412,-0.112,-0.067,1
3875,88,30,10,22.214,0.063,-0.06,0.01,0.008,0
3876,30,16,3,7.016,-0.23,0.243,-0.06,-0.067,0
3877,50,19,4,16.747,-0.266,-0.029,0.077,0.021,1
3878,31,17,3,17.707,-0.233,-0.025,0.026,0.01,1
3879,5,4,1,0.0,-0.32,-0.436,0.107,-0.067,1
3880,127,52,9,21.927,-0.182,0.065,0.008,0.021,1
3881,112,49,7,19.249,0.137,0.246,-0.095,-0.039,0
3882,75,23,7,16.07,0.273,-0.266,-0.067,-0.035,0
3883,14,7,2,2.134,0.45,-0.436,-0.108,-0.053,1
3884,181,63,10,22.167,0.149,0.295,-0.126,-0.003,0
3885,17,8,1,0.709,-0.32,0.163,0.018,0.157,1
3886,13,8,2,1.698,-0.32,0.151,0.03,-0.067,1
3887,69,34,6,19.842,-0.242,0.081,0.056,-0.0,0
3888,45,16,5,18.22,0.099,-0.323,-0.027,0.04,0
3889,4,4,1,0.0,-0.32,-0.436,0.107,-0.067,1
3890,42,25,4,22.215,0.386,-0.133,-0.084,-0.043,0
3891,75,36,8,21.982,0.363,-0.3,-0.04,-0.019,0
3892,13,9,2,4.128,0.199,-0.044,-0.124,-0.067,1
3893,10,5,3,17.628,-0.32,-0.181,0.157,0.254,1
3894,39,18,5,18.657,0.095,-0.37,0.017,-0.052,1
3895,12,7,2,3.134,-0.32,0.412,-0.06,-0.067,1
3896,123,41,7,15.139,0.491,-0.394,0.017,0.022,0
3897,21,13,4,9.158,-0.063,-0.072,0.035,0.239,1
3898,4,4,1,0.039,-0.32,-0.436,0.107,-0.067,1
3899,56,26,6,22.217,0.21,-0.345,-0.018,-0.035,0
3900,44,19,2,4.048,-0.075,-0.32,0.107,0.015,1
3901,14,8,2,13.063,-0.32,0.291,0.035,0.162,1
3902,8,8,1,0.043,-0.32,0.2,-0.018,-0.067,1
3903,253,74,9,17.234,0.037,-0.144,0.059,0.014,0
3904,71,26,10,21.131,-0.206,-0.077,0.086,0.105,0
3905,4,4,1,0.007,-0.32,0.2,-0.018,-0.067,1
3906,17,8,4,8.831,-0.082,-0.436,0.166,0.015,1
3907,7,4,2,1.999,1.028,-0.436,-0.18,0.019,1
3908,18,8,1,0.69,-0.32,-0.153,0.357,0.479,1
3909,120,49,4,9.741,-0.151,0.328,-0.081,-0.066,0
3910,48,22,2,8.919,-0.18,0.147,0.159,0.217,1
3911,5,3,1,0.003,1.298,-0.436,0.007,1.097,1
3912,9,7,2,6.848,-0.32,-0.153,0.051,-0.067,1
3913,60,28,2,11.099,-0.005,0.116,0.015,0.09,1
3914,19,10,4,9.155,-0.32,-0.034,0.08,0.007,0
3915,11,8,1,0.06,0.415,-0.436,-0.075,-0.049,1
3916,23,14,5,6.619,0.208,0.117,0.041,0.317,1
3917,178,69,6,20.143,0.225,0.065,-0.045,-0.018,0
3918,30,11,3,6.092,-0.005,-0.266,0.007,-0.054,1
3919,10,8,2,3.086,-0.05,-0.181,-0.044,-0.067,1
3920,114,40,3,14.584,-0.178,0.033,0.12,0.012,1
3921,118,45,8,22.146,0.206,-0.263,-0.016,-0.037,0
3922,17,8,1,0.03,-0.32,-0.286,0.166,0.074,1
3923,172,45,10,15.863,-0.234,0.408,-0.083,-0.066,0
3924,86,32,6,17.696,0.041,-0.347,0.008,-0.039,0
3925,22,10,4,10.099,-0.32,0.258,-0.007,-0.04,1
3926,59,18,3,13.818,0.251,-0.436,-0.004,-0.006,0
3927,68,29,5,13.95,-0.221,0.387,-0.077,-0.056,1
3928,93,25,6,10.951,-0.219,-0.354,0.215,-0.054,0
3929,9,7,1,0.557,-0.32,-0.436,0.107,-0.067,1
3930,12,9,1,0.024,-0.208,-0.436,0.065,-0.067,1
3931,122,45,4,21.05,-0.011,0.232,-0.103,-0.061,0
3932,11,9,1,0.081,-0.32,-0.204,0.061,-0.067,1
3933,25,8,3,10.992,-0.32,-0.029,0.047,-0.067,1
3934,25,16,3,3.988,-0.212,0.277,-0.074,-0.067,1
3935,12,11,1,0.036,-0.32,0.2,0.023,-0.017,1
3936,19,9,2,11.41,0.39,-0.436,-0.025,0.07,0
3937,9,6,1,0.01,-0.32,0.412,-0.06,-0.067,1
3938,54,20,7,14.806,0.054,-0.341,0.005,-0.026,0
3939,4,3,1,0.001,-0.32,-0.436,0.107,-0.067,1
3940,107,65,6,17.028,0.02,0.135,-0.066,-0.009,0
3941,19,17,2,4.053,-0.178,0.234,-0.078,-0.067,1
3942,58,21,3,16.109,0.308,-0.392,-0.049,-0.047,0
3943,29,9,2,1.538,-0.32,-0.26,0.228,0.071,1
3944,93,33,11,17.045,-0.132,-0.025,0.064,0.019,0
3945,20,8,2,13.972,-0.118,-0.436,0.032,-0.067,1
3946,58,53,2,16.2,-0.32,0.529,-0.066,-0.05,1
3947,28,12,2,2.02,-0.32,-0.163,0.107,-0.01,1
3948,66,29,6,15.05,-0.054,0.181,-0.06,-0.016,0
3949,7,6,2,2.81,-0.32,-0.436,0.107,-0.067,1
3950,4,4,1,0.009,-0.32,0.2,-0.018,-0.067,1
3951,32,17,2,1.034,-0.32,0.2,0.091,-0.042,1
3952,108,50,11,20.726,0.129,0.295,-0.107,0.027,0
3953,18,12,6,20.608,-0.17,-0.436,0.079,-0.067,0
3954,147,55,10,21.7,0.019,-0.09,0.09,-0.021,0
3955,145,56,9,20.387,-0.19,0.196,-0.014,0.06,0
3956,145,62,6,17.965,0.266,-0.015,-0.042,-0.008,0
3957,91,24,8,12.788,-0.201,-0.408,0.129,0.039,1
3958,10,7,2,0.947,-0.32,-0.181,0.057,-0.067,1
3959,45,30,6,12.932,0.01,0.13,-0.071,-0.027,1
